GRUPO_REFERENCIA;MUNICIPIO_INSTITUCION;DEPARTAMENTO_INSTITUCION;ID_INSTITUCION;INSTITUCION;ORIGEN;CARACTER;SNIES;MUNICIPIO_PROGRAMAACADEMICO;DEPARTAMENTO_PROGRAMAACADEMICO;PROGRAMA_ACADEMICO;NOMBRE_MODULO;TOTAL_EVALGRUPO_INSTPROGRAMA;PROMEDIO_PUNTAJEGLOBAL;DESVI_ESTANDAR_PUNTAJEGLOBAL;PROMEDIO_PUNTAJEPRUEBA;DESVI_ESTANDAR_PUNTAJEPRUEBA
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;2810;CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;13539;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;196;136;19;127;27
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;2810;CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;91144;BARRANQUILLA;ATLANTICO;ADMINISTRACIÓN DE SERVICIOS DE SALUD;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;50;134;18;138;28
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;2810;CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;91144;BARRANQUILLA;ATLANTICO;ADMINISTRACIÓN DE SERVICIOS DE SALUD;GESTIÓN DE ORGANIZACIONES;50;134;18;123;28
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;2810;CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;91144;BARRANQUILLA;ATLANTICO;ADMINISTRACIÓN DE SERVICIOS DE SALUD;GESTIÓN FINANCIERA;50;134;18;117;21
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;2810;CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;2561;BARRANQUILLA;ATLANTICO;FINANZAS Y RELACIONES INTERNACIONALES;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;71;146;23;152;25
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;2810;CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;2561;BARRANQUILLA;ATLANTICO;FINANZAS Y RELACIONES INTERNACIONALES;GESTIÓN DE ORGANIZACIONES;71;146;23;128;34
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;2810;CORPORACION UNIVERSIDAD DE LA COSTA, CUC-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;2561;BARRANQUILLA;ATLANTICO;FINANZAS Y RELACIONES INTERNACIONALES;GESTIÓN FINANCIERA;71;146;23;135;29
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;3055;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;40;146;17;153;28
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;3055;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;40;146;17;146;31
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;3055;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;40;146;17;130;20
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;10191;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION Y GESTION AMBIENTAL;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;25;147;19;146;23
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;10191;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION Y GESTION AMBIENTAL;GESTIÓN DE ORGANIZACIONES;25;147;19;133;33
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;10191;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION Y GESTION AMBIENTAL;GESTIÓN FINANCIERA;25;147;19;119;22
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;3849;BOGOTÁ D.C.;BOGOTA;INGENIERIA DE MERCADOS;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;8;154;22;156;17
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;3849;BOGOTÁ D.C.;BOGOTA;INGENIERIA DE MERCADOS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;8;154;22;135;18
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;3571;BOGOTÁ D.C.;BOGOTA;INGENIERIA FINANCIERA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;95;157;17;160;25
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;3571;BOGOTÁ D.C.;BOGOTA;INGENIERIA FINANCIERA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;95;157;17;147;23
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101297;GIRARDOT;CUNDINAMARCA;ADMINISTRACION AMBIENTAL;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;16;132;19;137;26
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101297;GIRARDOT;CUNDINAMARCA;ADMINISTRACION AMBIENTAL;GESTIÓN DE ORGANIZACIONES;16;132;19;119;30
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101297;GIRARDOT;CUNDINAMARCA;ADMINISTRACION AMBIENTAL;GESTIÓN FINANCIERA;16;132;19;124;25
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101778;GIRARDOT;CUNDINAMARCA;ADMINISTRACION LOGISTICA;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;10;134;15;148;15
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101778;GIRARDOT;CUNDINAMARCA;ADMINISTRACION LOGISTICA;GESTIÓN DE ORGANIZACIONES;10;134;15;134;24
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101778;GIRARDOT;CUNDINAMARCA;ADMINISTRACION LOGISTICA;GESTIÓN FINANCIERA;10;134;15;120;19
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101298;GIRARDOT;CUNDINAMARCA;ADMINISTRACION TURISTICA Y HOTELERA;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;10;140;16;133;40
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101298;GIRARDOT;CUNDINAMARCA;ADMINISTRACION TURISTICA Y HOTELERA;GESTIÓN DE ORGANIZACIONES;10;140;16;128;39
ADMINISTRACIÓN Y AFINES;GIRARDOT;CUNDINAMARCA;1822;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;101298;GIRARDOT;CUNDINAMARCA;ADMINISTRACION TURISTICA Y HOTELERA;GESTIÓN FINANCIERA;10;140;16;122;26
ADMINISTRACIÓN Y AFINES;MEDELLÍN;ANTIOQUIA;2815;CORPORACION UNIVERSITARIA ADVENTISTA-MEDELLIN;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;2009;MEDELLÍN;ANTIOQUIA;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;20;140;14;153;15
ADMINISTRACIÓN Y AFINES;MEDELLÍN;ANTIOQUIA;2815;CORPORACION UNIVERSITARIA ADVENTISTA-MEDELLIN;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;2009;MEDELLÍN;ANTIOQUIA;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;20;140;14;141;29
ADMINISTRACIÓN Y AFINES;MEDELLÍN;ANTIOQUIA;2815;CORPORACION UNIVERSITARIA ADVENTISTA-MEDELLIN;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;2009;MEDELLÍN;ANTIOQUIA;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;20;140;14;132;24
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;54086;MEDELLÍN;ANTIOQUIA;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;97;132;18;149;25
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;105614;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;10;127;25;139;30
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;52596;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;120;132;18;143;25
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;52596;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;120;132;18;127;29
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;105614;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;10;127;25;121;26
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;54086;MEDELLÍN;ANTIOQUIA;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;97;132;18;141;25
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;105614;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;10;127;25;131;20
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;52596;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;120;132;18;125;26
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;91428;BARRANQUILLA;ATLANTICO;NEGOCIOS INTERNACIONALES;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;135;136;20;140;38
ADMINISTRACIÓN Y AFINES;BARRANQUILLA;ATLANTICO;9119;CORPORACION UNIVERSITARIA AMERICANA-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;INSTITUCIÓN UNIVERSITARIA;91428;BARRANQUILLA;ATLANTICO;NEGOCIOS INTERNACIONALES;GESTIÓN FINANCIERA;135;136;20;129;35
ADMINISTRACIÓN Y AFINES;SINCELEJO;SUCRE;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE-SINCELEJO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102056;SINCELEJO;SUCRE;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;36;133;16;146;26
ADMINISTRACIÓN Y AFINES;SINCELEJO;SUCRE;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE-SINCELEJO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102056;SINCELEJO;SUCRE;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;36;133;16;131;23
ADMINISTRACIÓN Y AFINES;SINCELEJO;SUCRE;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE-SINCELEJO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102441;CARTAGENA DE INDIAS;BOLIVAR;ADMINISTRACIÓN DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;56;131;16;143;25
ADMINISTRACIÓN Y AFINES;SINCELEJO;SUCRE;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE-SINCELEJO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102441;CARTAGENA DE INDIAS;BOLIVAR;ADMINISTRACIÓN DE EMPRESAS;GESTIÓN FINANCIERA;56;131;16;130;22
ADMINISTRACIÓN Y AFINES;SINCELEJO;SUCRE;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE-SINCELEJO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;104703;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE NEGOCIOS INTERNACIONALES;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;17;140;22;150;26
ADMINISTRACIÓN Y AFINES;SINCELEJO;SUCRE;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE-SINCELEJO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;104703;BARRANQUILLA;ATLANTICO;ADMINISTRACION DE NEGOCIOS INTERNACIONALES;GESTIÓN FINANCIERA;17;140;22;147;32
ADMINISTRACIÓN Y AFINES;PASTO;NARIÑO;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-PASTO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;52928;PASTO;NARIÑO;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;56;135;15;146;28
ADMINISTRACIÓN Y AFINES;PASTO;NARIÑO;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-PASTO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;52928;PASTO;NARIÑO;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;56;135;15;148;25
ADMINISTRACIÓN Y AFINES;PASTO;NARIÑO;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-PASTO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102519;PASTO;NARIÑO;ADMINISTRACIÓN DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;165;133;19;145;27
ADMINISTRACIÓN Y AFINES;PASTO;NARIÑO;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-PASTO;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102519;PASTO;NARIÑO;ADMINISTRACIÓN DE EMPRESAS;GESTIÓN FINANCIERA;165;133;19;137;26
ADMINISTRACIÓN Y AFINES;POPAYÁN;CAUCA;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA-POPAYAN;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;19828;POPAYÁN;CAUCA;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;35;136;23;145;28
ADMINISTRACIÓN Y AFINES;POPAYÁN;CAUCA;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA-POPAYAN;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;19828;POPAYÁN;CAUCA;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;35;136;23;133;28
ADMINISTRACIÓN Y AFINES;POPAYÁN;CAUCA;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA-POPAYAN;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;19828;POPAYÁN;CAUCA;ADMINISTRACION DE EMPRESAS;GESTIÓN FINANCIERA;35;136;23;127;24
ADMINISTRACIÓN Y AFINES;POPAYÁN;CAUCA;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA-POPAYAN;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;51772;POPAYÁN;CAUCA;FINANZAS Y NEGOCIOS INTERNACIONALES;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;20;151;17;170;31
ADMINISTRACIÓN Y AFINES;POPAYÁN;CAUCA;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA-POPAYAN;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;51772;POPAYÁN;CAUCA;FINANZAS Y NEGOCIOS INTERNACIONALES;GESTIÓN FINANCIERA;20;151;17;169;36
ADMINISTRACIÓN Y AFINES;CALI;VALLE;3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES-CALI;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;90690;CALI;VALLE;ADMINISTRACIÓN LOGISTICA;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;12;139;23;157;29
ADMINISTRACIÓN Y AFINES;CALI;VALLE;3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES-CALI;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;90690;CALI;VALLE;ADMINISTRACIÓN LOGISTICA;GESTIÓN DE ORGANIZACIONES;12;139;23;142;23
ADMINISTRACIÓN Y AFINES;CALI;VALLE;3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES-CALI;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;90690;CALI;VALLE;ADMINISTRACIÓN LOGISTICA;GESTIÓN FINANCIERA;12;139;23;136;28
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;9913;CORPORACION UNIVERSITARIA DE ASTURIAS-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102724;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION Y DIRECCION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;133;141;18;155;27
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;9913;CORPORACION UNIVERSITARIA DE ASTURIAS-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102724;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION Y DIRECCION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;133;141;18;137;28
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;9913;CORPORACION UNIVERSITARIA DE ASTURIAS-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;102724;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION Y DIRECCION DE EMPRESAS;GESTIÓN FINANCIERA;133;141;18;137;28
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;13581;BOGOTÁ D.C.;BOGOTA;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;12;131;15;141;22
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;6827;MEDELLÍN;ANTIOQUIA;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;1;129;0;118;0
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;7073;CALI;VALLE;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;1;154;0;201;0
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;11274;BUCARAMANGA;SANTANDER;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;102;139;19;158;31
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;11058;MONTERÍA;CORDOBA;ADMINISTRACION DE EMPRESAS;FORMULACIÓN, EVALUACIÓN Y GESTIÓN DE PROYECTOS;50;130;17;144;28
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;7073;CALI;VALLE;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;1;154;0;188;0
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;11274;BUCARAMANGA;SANTANDER;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;102;139;19;140;31
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;6827;MEDELLÍN;ANTIOQUIA;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;1;129;0;137;0
ADMINISTRACIÓN Y AFINES;BOGOTÁ D.C.;BOGOTA;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA-BOGOTÁ D.C.;NO OFICIAL - CORPORACIÓN;INSTITUCIÓN UNIVERSITARIA;11058;MONTERÍA;CORDOBA;ADMINISTRACION DE EMPRESAS;GESTIÓN DE ORGANIZACIONES;50;130;17;124;28
